trope	description	trope_url
Actor Existence Limbo	Voice actor is unavailable? Then don't use a voice.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorExistenceLimbo
Actor Inspired Element	Character's trait is inspired and/or improvised by their actor.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorInspiredElement
Actor IS The Title Character	The film's poster portrays the main or a major character with the phrase stating the actor playing them is that character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorISTheTitleCharacter
Actor Role Confusion	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorRoleConfusion
Actor Shared Background	Actors share similar traits with their characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorSharedBackground
Actor Shipping	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorShipping
Actor Swap	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActorSwap
Actually A Doombot	Defeated villain was just a decoy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyADoombot
Actually A Good Idea	Open acknowledgment In-Universe that an idea is actually brilliant.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyAGoodIdea
Actually Four Mooks	The Mook version of Party in My Pocket.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyFourMooks
Actually I Am Him	That person you're looking for? You're talking to them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyIAmHim
Actually Not A Vampire	When a character is thought to be a vampire, but isn't a vampire.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyNotAVampire
Actually Pretty Funny	Begrudgingly admitting that something is funny.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyPrettyFunny
Actually Thats My Assistant	The assistant looks more distinguished and important than the guy he works for.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActuallyThatsMyAssistant
Actual Pacifist	Someone who actually won't hurt you.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActualPacifist
Actual Play	A genre where real people actually play a Tabletop RPG.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ActualPlay
A Cup Angst	She's self-conscious about her own itty-bitty titties.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ACupAngst
Adam And Eve Plot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdamAndEvePlot
Adam And Or Eve	The names Adam and/or Eve used symbolically.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdamAndOrEve
Adam Smith Hates Your Guts	In video games, market prices are proportional to game progress, not supply and demand.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdamSmithHatesYourGuts
Adam Westing	A creator who parodies themselves and/or something involving them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdamWesting
Adaptational Abomination	Characters are made into Eldritch Abominations in-adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalAbomination
Adaptational Alternate Ending	The adaptation ends differently than its source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalAlternateEnding
Adaptational Angst Upgrade	A character(s) is more angst-ridden than they were in the source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalAngstUpgrade
Adaptational Attractiveness	A character from a derivative work is more attractive than their original version.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalAttractiveness
Adaptational Backstory Change	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalBackstoryChange
Adaptational Badass	The newer incarnation is much more of an action guy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalBadass
Adaptational Comic Relief	A character is made funnier and more cheerful than the original incarnation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalComicRelief
Adaptational Consent	A romantic or sexual encounter is changed in a future adaptation to either be consensual or non-consensual.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalConsent
Adaptational Context Change	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalContextChange
Adaptational Curves	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalCurves
Adaptational Diversity	A character is changed in an adaptation to be part of a marginalized group.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalDiversity
Adaptational Dumbass	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalDumbass
Adaptational Early Appearance	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalEarlyAppearance
Adaptational Explanation	Something that didn't make sense in the original work is given a proper explanation in a adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalExplanation
Adaptational Heroism	A character is more of a hero in an adaptation than they were in the original material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalHeroism
Adaptational Intelligence	A character is made smarter in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalIntelligence
Adaptational Jerkass	A nice character becomes a Jerkass in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalJerkass
Adaptational Job Change	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalJobChange
Adaptational Karma	A character who was a Karma Houdini in the source material gets their comeuppance in the adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalKarma
Adaptational Late Appearance	A character or plot device appears later in the adaptation than they did in the source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalLateAppearance
Adaptational Modesty	Stripperific character wears less revealing clothing in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalModesty
Adaptational Mundanity	Characters are normal and more realistic in-adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalMundanity
Adaptational Nationality	A character's nationality is changed in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalNationality
Adaptational Nice Guy	A Jerkass becomes nicer in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalNiceGuy
Adaptational Nonsapience	A sapient character is turned nonsapient in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalNonsapience
Adaptational Self Defense	A scene where a hero kills someone not currently attacking them is changed to be in immediate self-defense.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalSelfDefense
Adaptational Sexuality	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalSexuality
Adaptational Skill	A character has a talent (not supernatural) that they lacked in the source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalSkill
Adaptational Skimpiness	A character shows off more skin in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalSkimpiness
Adaptational Superpower Change	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalSuperpowerChange
Adaptational Ugliness	A character is made less attractive in an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalUgliness
Adaptational Villainy	A character is more of a villain in an adaptation than they were in the original material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalVillainy
Adaptational Wealth	The character is richer or poorer than in the source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalWealth
Adaptational Wimp	A character is made weaker than in the original.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationalWimp
Adaptation Amalgamation	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationAmalgamation
Adaptation Decay	An adaptation of the work is distorted between media.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationDecay
Adaptation Deviation	Super-Trope for significant changes made by an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationDeviation
Adaptation Displacement	The adaptation is more popular/well-known than the original work.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationDisplacement
Adaptation Distillation	Removing elements in order to make a shorter adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationDistillation
Adaptation Dye Job	Part of a character's appearance is changed to a different color in another adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationDyeJob
Adaptation Expansion	Adding stuff to the adaptation to take up more time or otherwise complexify.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationExpansion
Adaptation Explanation Extrication	An adaptation keeps a plot point, but not the explanation for it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationExplanationExtrication
Adaptation First	An adaptation is released before the original work finally gets localized in a certain region.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationFirst
Adaptation Induced Plot Hole	An adaptation adds a plot hole.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationInducedPlotHole
Adaptation Inspiration	The main premise of an adaptation is the same as the original, but differs in presentation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationInspiration
Adaptation Name Change	Different name, different medium, but same great entity!	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationNameChange
Adaptation Origin Connection	Adaptation gives a villain a connection to The Hero.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationOriginConnection
Adaptation Overdosed	This work has been adapted far too many times.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationOverdosed
Adaptation Personality Change	Character has a different personality in an adaptation from the original medium.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationPersonalityChange
Adaptation Relationship Overhaul	The characters' relationship is different from the original adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationRelationshipOverhaul
Adaptation Sequence	A long chain of adaptations of a work.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationSequence
Adaptation Species Change	A pet or character is a different species than they were in the source material.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptationSpeciesChange
Adapted Out	A character who was fairly important in the source material is cut entirely from an adaptation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptedOut
Adaptive Ability	The clear ability to adapt to certain things after experiencing it once.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptiveAbility
Adaptive Armor	Armor that can change form and function based on who wears it and where.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdaptiveArmor
A Darker Me	You, Darker and Edgier.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADarkerMe
A Date With Rosie Palms	Masturbation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADateWithRosiePalms
A Day In Her Apron	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADayInHerApron
A Day In The Limelight	An episode focused on a secondary character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADayInTheLimelight
Ad Break Double Take	Characters feel the need to repeat themselves after a commercial.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdBreakDoubleTake
Ad Bumpers	Tiny clip after the advert to remind you what you are watching.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdBumpers
Added Alliterative Appeal	Multiple words start with the same letter/pronunciation for added coolness.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddedAlliterativeAppeal
Addiction Displacement	Replacing an unhealthy addiction with another, usually healthier one.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddictionDisplacement
Addiction Powered	Gaining superpowers by consumption of a drug that doesn't have the same effects on anyone else.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddictionPowered
Addiction Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddictionSong
Addictive Foreign Soap Opera	A character becomes enamored with a foreign soap opera, even if they can't understand the language.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddictiveForeignSoapOpera
Addictive Magic	Magic that is addictive.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddictiveMagic
Ad Dissonance	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdDissonance
Addled Addict	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddledAddict
Addressing The Player	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AddressingThePlayer
A Deadly Affair	Infidelity leads to murder.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADeadlyAffair
A Death In The Limelight	Minor character gets fifteen minutes of fame before dying.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADeathInTheLimelight
A Degree In Useless	Degrees in certain areas are useless past college.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADegreeInUseless
Ad Hoc	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdHoc
Ad Hominem	To the man. Refuting an argument by attacking some aspect of its presentation or presenter and not its content.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdHominem
A Dick In Name	"When a character is named ""Dick"", he's certainly a jerk, vulgar or perverted person."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADickInName
Adipose Rex	Fat royalty.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdiposeRex
Adjacent To This Complete Breakfast	Food that's touted as part of a healthy meal, but only if you eat healthier foods along with it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdjacentToThisCompleteBreakfast
Adjective Animal Alehouse	If you're going to make a bar, name it after an animal and an adjective.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdjectiveAnimalAlehouse
Adjective Noun Fred	Short Description Laconic Wiki!	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdjectiveNounFred
Adjustable Censorship	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdjustableCensorship
Adjusting Your Glasses	Wear glasses? The way you adjust them can say a lot about your personality.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdjustingYourGlasses
Adminisphere	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Adminisphere
Admiring The Abomination	Someone is extremely fascinated by what's about to kill them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdmiringTheAbomination
A Dog Ate My Homework	A kid explaining (whether or not it's true) why they didn't do their homework by saying their dog ate it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADogAteMyHomework
A Dog Named Dog	A thing is named after the thing it is.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ADogNamedDog
Adolf Hitlarious	Adolf Hitler and Those Wacky Nazis, Played for Laughs.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdolfHitlarious
Adopt A Servant	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptAServant
Adopted Into Royalty	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptedIntoRoyalty
Adopted To The House	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptedToTheHouse
Adoption Angst	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptionAngst
Adoption Diss	An insult that has to do with being adopted.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptionDiss
Adoption Is Not An Option	A couple wants a child but it doesn't occur to them to adopt.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptionIsNotAnOption
Adoptive Name Change	A character gets their name changed upon being adopted.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptiveNameChange
Adoptive Peer Parent	A person takes responsibility for a child not much younger than them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptivePeerParent
Adopt The Dog	Neutral character does something nice and becomes a good guy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptTheDog
Adopt The Food	Turning something you had intended to eat into a pet or adopted child.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdoptTheFood
Adorable Abomination	An incomprehensible nightmare in a broadly adorable form.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdorableAbomination
Adorable Evil Minions	Cute Mooks.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdorableEvilMinions
Adorably Precocious Child	A young child who is considered cute because they try to act mature and responsible beyond their years.	http://tvtropes.org/pmwiki/pmwiki.php/Main/AdorablyPrecociousChild
