character_id	description	description_english
72	"所属：横瀬町

秩父出身の落語家林家たい平師匠がデザインし、秩父地方にある武甲山と祭りの象徴である太鼓がモチーフになっています。元気を出すときには、バチを持って「ドコドン！！」パワー全開にします。"	"Affiliation: Yokoze Town

Designed by master Rakugo Hayashiya Taira, a native of Chichibu, the motif is the Mt. Buko in the Chichibu region and the drum that is a symbol of the festival. When energizing, hold the bee and fully open the ""Docodon!!"" power."
73	"所属：猪名川町

清流猪名川を取り戻そう町民運動と猪名川町をPRしているいなぼうは、地元の猪名川で遊ぶことが大好きな男の子です。 友だちの「魚くん」と一緒に、いつまでも美しい猪名川を守りたいと願っています。"	"Affiliation: Inagawa Town

Inabo is a boy who loves to play in the local Inagawa. I want to protect the beautiful Inagawa river with my friend ""Uo-kun"" forever."
74	"所属：大山町 

パンダがパンダを着ており「♪むいても、むいても、むきぱんだ～♪」をキャッチフレーズに大山町（だいせんちょう）の観光振興のため東奔西走してます。好物は大山町特産のブロッコリー、茎までおいしいよ。"	"Affiliation: Oyama Town

The panda wears a panda and runs eastward and west to promote tourism in Daisencho with the catchphrase ""♪ even if it is peeled, even if it is peeled, Mukipanda"". My favorite food is broccoli, which is a specialty of Oyama Town, and the stems are delicious."
75	"所属：熊谷市市民部市民活動推進課　

ニャオざねだにゃ♪ニャオざねの名前は、ねこの鳴き声に熊谷市の武将「熊谷次郎直実」公をプラスしているんだにゃ☆猫ブームに乗ってもっと名をあげたいにゃ♪ぜひぜひ投票よろしくにゃ☆"	"Affiliation: Kumagaya City Citizen's Department, Citizen Activity Promotion Section

Nyao Zane ♪ The name of Nyao Zane is the meow of a cat plus the official of the Kumagai city commander, “Jiro Nagumi Kumagai”. Nya☆"
76	"所属：富山県射水市

僕は水の精の王様「ムズムズ」だよ！名前の「ムズムズ」は何か新しいこと、楽しいことに挑戦していく射水市（いみずし）の情熱や取り組みのユニークさから名付けられたんだ。目標は20位以内☆みんな応援してね♪"	"Affiliation: Imizu City, Toyama Prefecture

I'm the King of Water Spirits ""Musmuz""! The name ""Musmuz"" was named for the uniqueness of the passion and commitment of Imizushi to try something new and fun. Goal is within 20th place☆ Please support us♪"
77	"所属：特定非営利活動法人　枚方文化観光協会

淀川三十石船の乗客を相手に酒や餅などを売る「くらわんか舟」の船頭兼売り子。枚方宿の鍵屋でお手伝いをしながら、江戸へ旅立ったご主人の帰りを待っている。恥ずかしがりやでくいしんぼうのわんこ。"	"Affiliation: NPO Hirakata Culture and Tourism Association

A boatman and saleswoman of the ""Kurawanka Boat,"" which sells sake and rice cakes to passengers on the Yodogawa Sanjuseki ship. We are waiting for the return of the owner who left for Edo while helping at the locksmith at Hirakata-juku. A shy and eager dog."
78	"所属：胎内検定実行委員会

胎内市観光大使やらにゃんです。昨年の選挙公約「グランプリ取ったらやらにゃん焼き無料配布」が達成できずに(↓.や.↓)にゃん。今年もグランプリ取ってやらにゃん焼き無料にするにゃん（↑.や.↑）"	"Affiliation: womb test executive committee

I'm Yanayan, the Ambassador of Tourism in Totenai City. I couldn't achieve last year's election pledge ""Free distribution of Nyan yaki when I took the grand prix"" (↓. or .↓) Nyan. This year I took the Grand Prix and made Nyan yaki for free (↑. and .↑)"
79	"所属：会津美里町

ボク、「あいづじげん」。会津美里町出身といわれる江戸時代に活躍した慈眼大師（天海大僧正）にあやかって名づけられタヨ。今年で会津美里町は合併10周年！これからも町のＰＲのためにガンバルから、応援ヨロシクネ(^_^)"	"Affiliation: Aizumisato Town

I, ""Aizuji Gen"". Tayo is named after the Jigen Daishi (Amami Ambassador) who was active in the Edo period and is said to be from Aizumisato-machi. This year, Aizumisato Town is the 10th anniversary of the merger! From the Gambaru, we will continue to support the town PR from the end of the year (^_^)"
80	"所属：くまがや市商工会

縁結びの御利益で有名な国宝・妻沼聖天山のどこかに住んでいて、頭は聖天様の好物・二叉大根、お顔もほっぺも錫杖もハート形！ ぼくに錫杖を振ってもらうと、幸せなご縁が結ばれるかも？"	"Affiliation: Kumagaya City Chamber of Commerce

I live somewhere in the Tsumuma Tateyama, a national treasure famous for the benefits of marriage, and my head is a favorite of the heaven, the forked radish, the face, the cheeks, and the cane are heart-shaped! If I shake a tin can, it might make me happy."
81	"所属：横手やきそば研究会

横手やきそばキャラクター【やきっピ】です(^０^)/ 秋田県横手市の「横手やきそば研究会」会員でしゅ♪ あたちのミッションは、横手やきそばのPRと横手じゅうに笑顔の花を咲かせること☆"	"Affiliation: Yokote Yakisoba Study Group

Yokote Yakisoba character [Yakippi] (^0^) / A member of the Yokote Yakisoba Study Group in Yokote City, Akita Prefecture. ☆"
82	"所属：宮城県白石市

白石城主片倉小十郎公がモデルです片倉公が忠義の武将であったことと、白石市を「おもしろく」盛り上げていきたいとの願いから、「忠義に篤く尾も白い」→「忠犬」のキャラクターが誕生しました。"	"Affiliation: Shiroishi City, Miyagi Prefecture

The model is Kojuro Katakura, the lord of Shiroishi Castle. Since Katakura was a warlord of loyalty and he wanted to make Shiraishi city ""interesting"", he was a ""loyal dog with a white tail."" Was born."
83	"所属：福島県西会津町

霊峰・飯豊山の使者で、町の花「おとめゆり」の妖精（女の子）です。頭の触覚で楽しい事を探し、背中の葉っぱでできた羽根で飛び回ります。足には特産品である「桐下駄」を履いています。西会津の人と自然が大好き。"	"Affiliation: Nishiaizu Town, Fukushima Prefecture

She is a messenger of Mt. Search for something fun with the tactile sensation of your head, then fly around with wings made of leaves on your back. I wear ""Kiri Geta"" which is a special product on my feet. I love Nishiaizu people and nature."
84	"所属：一般社団法人米沢観光コンベンション協会

かねたんＳはかねたん、おせんちゃん、かげっちさま、けーじろーの楽しい４人組。山形県米沢市を知ってもらうためＰＲに励んでいる。来年で１０周年を迎え益々盛り上がるかねたんＳの応援をよろしくお願いします。"	"Affiliation: Yonezawa Tourism and Convention Association

Kanetan S is a fun quartet consisting of Kanetan, Osen-chan, Kagecchi-sama, and Keijiro. I'm working hard on PR to get to know Yonezawa City in Yamagata Prefecture. We look forward to your continued support for Kanetan S, which is celebrating its 10th anniversary next year."
85	所属：出雲記念（株）	Affiliation: Izumo Memorial Co., Ltd.
86	"所属：戸越銀座商店街連合組合

戸越銀座商店街のアイドル。よくキツネに間違われるが、実はネコ。職業、家事手伝い。『GCB47』のキーボード担当としてバンド活動も行っている。アタマの星にさわると、ハッピーになれると言われている。"	"Affiliation: Togoshi Ginza Shopping Street Association

An idol in the Togoshi Ginza shopping district. It is often mistaken for a fox, but actually it is a cat. Occupation, housework help. He is also involved in band activities as a keyboard player for ""GCB47"". It is said that you can be happy if you touch the star of the head."
87	"所属：津市観光協会

津のお殿様、藤堂高虎公の「まるもち3つ」ののぼり旗から生まれたちょっとメタボな精霊さん。くんってつくけど性別はないよ。お気に入りのうさ耳兜をかぶった津ぅキャラのリーダー的存在。"	"Affiliation: Tsu City Tourism Association

A little metaphoric spirit born from the rising flag of ""Three Marumochi"" by Takatora Todo, the lord of Tsu. I'm crazy but I have no gender. A leader of Tsuu character wearing his favorite rabbit ear helmet."
